airline_iata,airline_icao,flight_iata,flight_icao,flight_number,dep_iata,departure_airport,dep_terminal,dep_gate,dep_time,dep_time_utc,dep_estimated,dep_estimated_utc,dep_actual,dep_actual_utc,arr_iata,arrival_airport,arr_terminal,arr_gate,arr_baggage,arr_time,arr_time_utc,arr_estimated,arr_estimated_utc,arr_actual,arr_actual_utc,cs_airline_iata,cs_flight_number,cs_flight_iata,status,duration,delayed,dep_delayed,arr_delayed,aircraft_icao,arr_time_ts,dep_time_ts,arr_estimated_ts,dep_estimated_ts,arr_actual_ts,dep_actual_ts,departure_delay,delay_category,departure_terminal,arrival_terminal
VY,VLG,VY8619,VLG8619,8619,ORY,LFPO,1,A16,2025-04-26 07:15,2025-04-26 05:15,2025-04-26 08:21,2025-04-26 06:21,2025-04-26 08:21,2025-04-26 06:21,OVD,LEAS,,,3,2025-04-26 09:00,2025-04-26 07:00,2025-04-26 10:02,2025-04-26 08:02,,,,,,active,105,66,66.0,62.0,A320,1745650800,1745644500,1745654520.0,1745648460.0,,1745648460.0,66,Long Delay,1,Unknown
QW,QDA,QW6031,QDA6031,6031,YNT,ZSYT,T2,,2025-04-26 13:00,2025-04-26 05:00,2025-04-26 14:22,2025-04-26 06:22,2025-04-26 14:22,2025-04-26 06:22,CKG,ZUCK,T2,,,2025-04-26 15:55,2025-04-26 07:55,2025-04-26 17:19,2025-04-26 09:19,,,,,,active,175,82,82.0,84.0,A320,1745654100,1745643600,1745659140.0,1745648520.0,,1745648520.0,82,Long Delay,T2,T2
TK,THY,TK2429,THY2429,2429,AYT,LTAI,D,210,2025-04-26 07:30,2025-04-26 04:30,2025-04-26 09:22,2025-04-26 06:22,2025-04-26 09:22,2025-04-26 06:22,IST,LTFM,,,1A,2025-04-26 09:00,2025-04-26 06:00,2025-04-26 11:02,2025-04-26 08:02,,,,,,active,90,122,112.0,122.0,A321,1745647200,1745641800,1745654520.0,1745648520.0,,1745648520.0,112,Long Delay,D,Unknown
5J,CEB,5J773,CEB773,773,MNL,RPLL,3,,2025-04-26 13:05,2025-04-26 05:05,2025-04-26 14:24,2025-04-26 06:24,2025-04-26 14:24,2025-04-26 06:24,PAG,RPMP,,,,2025-04-26 14:55,2025-04-26 06:55,,,,,,,,active,110,79,79.0,,A20N,1745650500,1745643900,,1745648640.0,,1745648640.0,79,Long Delay,3,Unknown
TV,TBA,TV6035,TBA6035,6035,MIG,ZUMY,T1,,2025-04-26 12:10,2025-04-26 04:10,2025-04-26 14:24,2025-04-26 06:24,2025-04-26 14:24,2025-04-26 06:24,DLU,ZPDL,,,B1,2025-04-26 13:45,2025-04-26 05:45,2025-04-26 16:06,2025-04-26 08:06,,,,,,active,95,134,134.0,141.0,A319,1745646300,1745640600,1745654760.0,1745648640.0,,1745648640.0,134,Long Delay,T1,Unknown
WN,SWA,WN4471,SWA4471,4471,DEN,KDEN,,,2025-04-25 21:35,2025-04-26 03:35,2025-04-26 00:24,2025-04-26 06:24,2025-04-26 00:24,2025-04-26 06:24,RNO,KRNO,,,,2025-04-25 22:55,2025-04-26 05:55,2025-04-26 01:34,2025-04-26 08:34,,,,,,active,140,159,169.0,159.0,B738,1745646900,1745638500,1745656440.0,1745648640.0,,1745648640.0,169,Long Delay,Unknown,Unknown
DL,DAL,DL417,DAL417,417,LAS,KLAS,1,D41,2025-04-25 22:10,2025-04-26 05:10,2025-04-25 23:25,2025-04-26 06:25,2025-04-25 23:25,2025-04-26 06:25,ATL,KATL,S,T4,8,2025-04-26 05:03,2025-04-26 09:03,2025-04-26 05:59,2025-04-26 09:59,,,,,,active,233,75,75.0,56.0,A321,1745658180,1745644200,1745661540.0,1745648700.0,,1745648700.0,75,Long Delay,1,S
KE,KAL,KE3799,KAL3799,3799,LAS,KLAS,1,D41,2025-04-25 22:10,2025-04-26 05:10,2025-04-25 23:25,2025-04-26 06:25,2025-04-25 23:25,2025-04-26 06:25,ATL,KATL,S,T4,8,2025-04-26 05:03,2025-04-26 09:03,2025-04-26 05:59,2025-04-26 09:59,,,DL,417,DL417,active,233,75,75.0,56.0,,1745658180,1745644200,1745661540.0,1745648700.0,,1745648700.0,75,Long Delay,1,S
DP,PBD,DP737,PBD737,737,VKO,UUWW,A,25A,2025-04-26 07:50,2025-04-26 04:50,2025-04-26 09:25,2025-04-26 06:25,2025-04-26 09:25,2025-04-26 06:25,IST,LTFM,,,,2025-04-26 12:55,2025-04-26 09:55,2025-04-26 14:24,2025-04-26 11:24,,,,,,active,305,95,95.0,89.0,,1745661300,1745643000,1745666640.0,1745648700.0,,1745648700.0,95,Long Delay,A,Unknown
TV,TBA,TV9851,TBA9851,9851,LXA,ZULS,T3,,2025-04-26 12:50,2025-04-26 04:50,2025-04-26 14:26,2025-04-26 06:26,2025-04-26 14:26,2025-04-26 06:26,CSX,ZGHA,1,,,2025-04-26 15:55,2025-04-26 07:55,,,,,,,,active,185,96,96.0,,,1745654100,1745643000,,1745648760.0,,1745648760.0,96,Long Delay,T3,1
XQ,SXS,XQ170,SXS170,170,AYT,LTAI,1,,2025-04-26 07:00,2025-04-26 04:00,2025-04-26 09:28,2025-04-26 06:28,2025-04-26 09:28,2025-04-26 06:28,HAM,EDDH,2,,,2025-04-26 09:55,2025-04-26 07:55,2025-04-26 11:55,2025-04-26 09:55,,,,,,active,235,120,148.0,120.0,B738,1745654100,1745640000,1745661300.0,1745648880.0,,1745648880.0,148,Long Delay,1,2
,NTH,,NTH2749,2749,OKD,RJCO,,1,2025-04-26 12:45,2025-04-26 03:45,2025-04-26 15:29,2025-04-26 06:29,2025-04-26 15:29,2025-04-26 06:29,HKD,RJCH,,,,2025-04-26 13:25,2025-04-26 04:25,2025-04-26 16:09,2025-04-26 07:09,2025-04-26 16:09,2025-04-26 07:09,,,,landed,40,164,164.0,164.0,,1745641500,1745639100,1745651340.0,1745648940.0,1745651340.0,1745648940.0,164,Long Delay,Unknown,Unknown
AC,ACA,AC472,ACA472,472,YYZ,CYYZ,1,,2025-04-26 00:30,2025-04-26 04:30,2025-04-26 02:29,2025-04-26 06:29,2025-04-26 02:29,2025-04-26 06:29,YOW,CYOW,,17,3,2025-04-26 01:34,2025-04-26 05:34,2025-04-26 03:23,2025-04-26 07:23,2025-04-26 03:23,2025-04-26 07:23,,,,landed,64,119,119.0,109.0,A321,1745645640,1745641800,1745652180.0,1745648940.0,1745652180.0,1745648940.0,119,Long Delay,1,Unknown
OZ,AAR,OZ6125,AAR6125,6125,YYZ,CYYZ,1,,2025-04-26 00:30,2025-04-26 04:30,2025-04-26 02:29,2025-04-26 06:29,2025-04-26 02:29,2025-04-26 06:29,YOW,CYOW,,17,3,2025-04-26 01:34,2025-04-26 05:34,2025-04-26 03:23,2025-04-26 07:23,2025-04-26 03:23,2025-04-26 07:23,AC,472,AC472,landed,64,119,119.0,109.0,,1745645640,1745641800,1745652180.0,1745648940.0,1745652180.0,1745648940.0,119,Long Delay,1,Unknown
JL,JAL,JL2749,JAL2749,2749,OKD,RJCO,,1,2025-04-26 12:45,2025-04-26 03:45,2025-04-26 15:29,2025-04-26 06:29,2025-04-26 15:29,2025-04-26 06:29,HKD,RJCH,,,,2025-04-26 13:25,2025-04-26 04:25,2025-04-26 16:09,2025-04-26 07:09,2025-04-26 16:09,2025-04-26 07:09,,2749,,landed,40,164,164.0,164.0,,1745641500,1745639100,1745651340.0,1745648940.0,1745651340.0,1745648940.0,164,Long Delay,Unknown,Unknown
AV,AVA,AV2852,AVA2852,2852,YYZ,CYYZ,1,,2025-04-26 00:30,2025-04-26 04:30,2025-04-26 02:29,2025-04-26 06:29,2025-04-26 02:29,2025-04-26 06:29,YOW,CYOW,,17,3,2025-04-26 01:34,2025-04-26 05:34,2025-04-26 03:23,2025-04-26 07:23,2025-04-26 03:23,2025-04-26 07:23,AC,472,AC472,landed,64,119,119.0,109.0,,1745645640,1745641800,1745652180.0,1745648940.0,1745652180.0,1745648940.0,119,Long Delay,1,Unknown
TP,TAP,TP8050,TAP8050,8050,YYZ,CYYZ,1,,2025-04-26 00:30,2025-04-26 04:30,2025-04-26 02:29,2025-04-26 06:29,2025-04-26 02:29,2025-04-26 06:29,YOW,CYOW,,17,3,2025-04-26 01:34,2025-04-26 05:34,2025-04-26 03:23,2025-04-26 07:23,2025-04-26 03:23,2025-04-26 07:23,AC,472,AC472,landed,64,119,119.0,109.0,,1745645640,1745641800,1745652180.0,1745648940.0,1745652180.0,1745648940.0,119,Long Delay,1,Unknown
BR,EVA,BR3142,EVA3142,3142,YYZ,CYYZ,1,,2025-04-26 00:30,2025-04-26 04:30,2025-04-26 02:29,2025-04-26 06:29,2025-04-26 02:29,2025-04-26 06:29,YOW,CYOW,,17,3,2025-04-26 01:34,2025-04-26 05:34,2025-04-26 03:23,2025-04-26 07:23,2025-04-26 03:23,2025-04-26 07:23,AC,472,AC472,landed,64,119,119.0,109.0,,1745645640,1745641800,1745652180.0,1745648940.0,1745652180.0,1745648940.0,119,Long Delay,1,Unknown
AI,AIC,AI2107,AIC2107,2107,BOM,VABB,2,46B,2025-04-26 10:05,2025-04-26 04:35,2025-04-26 11:59,2025-04-26 06:29,2025-04-26 11:59,2025-04-26 06:29,SIN,WSSS,2,F41,,2025-04-26 18:30,2025-04-26 10:30,2025-04-26 19:54,2025-04-26 11:54,,,,,,active,355,84,114.0,84.0,A21N,1745663400,1745642100,1745668440.0,1745648940.0,,1745648940.0,114,Long Delay,2,2
FR,RYR,FR2537,RYR2537,2537,STN,EGSS,,,2025-04-26 06:20,2025-04-26 05:20,2025-04-26 07:30,2025-04-26 06:30,2025-04-26 07:30,2025-04-26 06:30,EIN,EHEH,,50,,2025-04-26 08:25,2025-04-26 06:25,2025-04-26 10:18,2025-04-26 08:18,,,,,,landed,65,70,70.0,113.0,B738,1745648700,1745644800,1745655480.0,1745649000.0,,1745649000.0,70,Long Delay,Unknown,Unknown
F9,FFT,F93163,FFT3163,3163,SEA,KSEA,,D26,2025-04-25 18:52,2025-04-26 01:52,2025-04-25 23:30,2025-04-26 06:30,2025-04-25 23:30,2025-04-26 06:30,ONT,KONT,2,211,,2025-04-25 21:31,2025-04-26 04:31,2025-04-26 02:36,2025-04-26 09:36,,,,,,active,159,278,278.0,305.0,A20N,1745641860,1745632320,1745660160.0,1745649000.0,,1745649000.0,278,Long Delay,Unknown,2
RW,RYL,RW258,RYL258,258,TPE,RCTP,1,B1R,2025-04-26 13:00,2025-04-26 05:00,2025-04-26 14:30,2025-04-26 06:30,,,MPH,RPVE,,,,2025-04-26 15:35,2025-04-26 07:35,,,,,,,,scheduled,155,90,90.0,,,1745652900,1745643600,,1745649000.0,,,0,On Time,1,Unknown
VJ,VJC,VJ842,VJC842,842,SGN,VVTS,2,,2025-04-26 13:30,2025-04-26 06:30,,,,,TPE,RCTP,1,B4,,2025-04-26 18:00,2025-04-26 10:00,2025-04-26 19:00,2025-04-26 11:00,,,,,,scheduled,210,60,,60.0,,1745661600,1745649000,1745665200.0,,,,0,On Time,2,1
N0,NBT,N0503,NBT503,503,ATH,LGAV,M,A1,2025-04-26 08:25,2025-04-26 05:25,2025-04-26 09:30,2025-04-26 06:30,2025-04-26 09:53,2025-04-26 06:53,JFK,KJFK,7,,,2025-04-26 11:55,2025-04-26 15:55,,,,,,,,active,630,65,65.0,,B789,1745682900,1745645100,,1745649000.0,,1745650380.0,88,Long Delay,M,7
TR,TGW,TR408,TGW408,408,SIN,WSSS,1,D48,2025-04-26 13:15,2025-04-26 05:15,2025-04-26 14:31,2025-04-26 06:31,2025-04-26 14:31,2025-04-26 06:31,IPH,WMKI,,,,2025-04-26 14:25,2025-04-26 06:25,,,,,,,,active,70,76,76.0,,A320,1745648700,1745644500,,1745649060.0,,1745649060.0,76,Long Delay,1,Unknown
SQ,SIA,SQ8372,SIA8372,8372,SIN,WSSS,1,D48,2025-04-26 13:15,2025-04-26 05:15,2025-04-26 14:31,2025-04-26 06:31,2025-04-26 14:31,2025-04-26 06:31,IPH,WMKI,,,,2025-04-26 14:25,2025-04-26 06:25,,,,,TR,408,TR408,active,70,76,76.0,,,1745648700,1745644500,,1745649060.0,,1745649060.0,76,Long Delay,1,Unknown
CI,CAL,CI9800,CAL9800,9800,MNL,RPLL,1,,2025-04-26 12:50,2025-04-26 04:50,2025-04-26 14:32,2025-04-26 06:32,2025-04-26 14:32,2025-04-26 06:32,TPE,RCTP,1,A4,,2025-04-26 15:20,2025-04-26 07:20,2025-04-26 17:02,2025-04-26 09:02,,,PR,896,PR896,active,150,102,102.0,102.0,,1745652000,1745643000,1745658120.0,1745649120.0,,1745649120.0,102,Long Delay,1,1
PR,PAL,PR896,PAL896,896,MNL,RPLL,1,,2025-04-26 12:50,2025-04-26 04:50,2025-04-26 14:32,2025-04-26 06:32,2025-04-26 14:32,2025-04-26 06:32,TPE,RCTP,1,A4,,2025-04-26 15:20,2025-04-26 07:20,2025-04-26 17:02,2025-04-26 09:02,,,,,,active,150,102,102.0,102.0,A333,1745652000,1745643000,1745658120.0,1745649120.0,,1745649120.0,102,Long Delay,1,1
AK,AXM,AK884,AXM884,884,KUL,WMKK,2,,2025-04-26 13:30,2025-04-26 05:30,2025-04-26 14:32,2025-04-26 06:32,2025-04-26 14:32,2025-04-26 06:32,DMK,VTBD,1,,,2025-04-26 14:45,2025-04-26 07:45,2025-04-26 15:44,2025-04-26 08:44,,,,,,active,135,62,62.0,59.0,A320,1745653500,1745645400,1745657040.0,1745649120.0,,1745649120.0,62,Long Delay,2,1
UA,UAL,UA5087,UAL5087,5087,LAX,KLAX,7,83,2025-04-25 19:30,2025-04-26 02:30,2025-04-25 23:35,2025-04-26 06:35,,,PRC,KPRC,,2,,2025-04-25 20:57,2025-04-26 03:57,2025-04-26 01:02,2025-04-26 08:02,,,OO,5087,OO5087,cancelled,87,245,245.0,245.0,,1745639820,1745634600,1745654520.0,1745649300.0,,,0,On Time,7,Unknown
AF,AFR,AF2302,AFR2302,2302,ATL,KATL,S,D21,2025-04-25 21:45,2025-04-26 01:45,2025-04-26 02:35,2025-04-26 06:35,2025-04-26 02:35,2025-04-26 06:35,SAN,KSAN,2,46,,2025-04-25 23:27,2025-04-26 06:27,2025-04-26 04:18,2025-04-26 11:18,,,DL,896,DL896,active,282,291,290.0,291.0,,1745648820,1745631900,1745666280.0,1745649300.0,,1745649300.0,290,Long Delay,S,2
SK,SAS,SK3746,SAS3746,3746,ATL,KATL,S,D21,2025-04-25 21:45,2025-04-26 01:45,2025-04-26 02:35,2025-04-26 06:35,2025-04-26 02:35,2025-04-26 06:35,SAN,KSAN,2,46,,2025-04-25 23:27,2025-04-26 06:27,2025-04-26 04:18,2025-04-26 11:18,,,DL,896,DL896,active,282,291,290.0,291.0,,1745648820,1745631900,1745666280.0,1745649300.0,,1745649300.0,290,Long Delay,S,2
AM,AMX,AM4592,AMX4592,4592,BOI,KBOI,,B20,2025-04-25 23:30,2025-04-26 05:30,2025-04-26 00:35,2025-04-26 06:35,2025-04-26 00:35,2025-04-26 06:35,ATL,KATL,S,D29,3,2025-04-26 05:31,2025-04-26 09:31,2025-04-26 06:35,2025-04-26 10:35,,,DL,833,DL833,active,241,64,65.0,64.0,,1745659860,1745645400,1745663700.0,1745649300.0,,1745649300.0,65,Long Delay,Unknown,S
OO,SKW,OO5087,SKW5087,5087,LAX,KLAX,7,83,2025-04-25 19:30,2025-04-26 02:30,2025-04-25 23:35,2025-04-26 06:35,,,PRC,KPRC,,2,,2025-04-25 20:57,2025-04-26 03:57,2025-04-26 01:02,2025-04-26 08:02,,,,,,cancelled,87,245,245.0,245.0,,1745639820,1745634600,1745654520.0,1745649300.0,,,0,On Time,7,Unknown
AM,AMX,AM4291,AMX4291,4291,ATL,KATL,S,D21,2025-04-25 21:45,2025-04-26 01:45,2025-04-26 02:35,2025-04-26 06:35,2025-04-26 02:35,2025-04-26 06:35,SAN,KSAN,2,46,,2025-04-25 23:27,2025-04-26 06:27,2025-04-26 04:18,2025-04-26 11:18,,,DL,896,DL896,active,282,291,290.0,291.0,,1745648820,1745631900,1745666280.0,1745649300.0,,1745649300.0,290,Long Delay,S,2
VS,VIR,VS5251,VIR5251,5251,ATL,KATL,S,D21,2025-04-25 21:45,2025-04-26 01:45,2025-04-26 02:35,2025-04-26 06:35,2025-04-26 02:35,2025-04-26 06:35,SAN,KSAN,2,46,,2025-04-25 23:27,2025-04-26 06:27,2025-04-26 04:18,2025-04-26 11:18,,,DL,896,DL896,active,282,291,290.0,291.0,,1745648820,1745631900,1745666280.0,1745649300.0,,1745649300.0,290,Long Delay,S,2
LA,LAN,LA6841,LAN6841,6841,BOI,KBOI,,B20,2025-04-25 23:30,2025-04-26 05:30,2025-04-26 00:35,2025-04-26 06:35,2025-04-26 00:35,2025-04-26 06:35,ATL,KATL,S,D29,3,2025-04-26 05:31,2025-04-26 09:31,2025-04-26 06:35,2025-04-26 10:35,,,DL,833,DL833,active,241,64,65.0,64.0,,1745659860,1745645400,1745663700.0,1745649300.0,,1745649300.0,65,Long Delay,Unknown,S
DL,DAL,DL896,DAL896,896,ATL,KATL,S,D21,2025-04-25 21:45,2025-04-26 01:45,2025-04-26 02:35,2025-04-26 06:35,2025-04-26 02:35,2025-04-26 06:35,SAN,KSAN,2,46,,2025-04-25 23:27,2025-04-26 06:27,2025-04-26 04:18,2025-04-26 11:18,,,,,,active,282,291,290.0,291.0,A321,1745648820,1745631900,1745666280.0,1745649300.0,,1745649300.0,290,Long Delay,S,2
DL,DAL,DL833,DAL833,833,BOI,KBOI,,B20,2025-04-25 23:30,2025-04-26 05:30,2025-04-26 00:35,2025-04-26 06:35,2025-04-26 00:35,2025-04-26 06:35,ATL,KATL,S,D29,3,2025-04-26 05:31,2025-04-26 09:31,2025-04-26 06:35,2025-04-26 10:35,,,,,,active,241,64,65.0,64.0,B738,1745659860,1745645400,1745663700.0,1745649300.0,,1745649300.0,65,Long Delay,Unknown,S
LA,LAN,LA6200,LAN6200,6200,ATL,KATL,S,D21,2025-04-25 21:45,2025-04-26 01:45,2025-04-26 02:35,2025-04-26 06:35,2025-04-26 02:35,2025-04-26 06:35,SAN,KSAN,2,46,,2025-04-25 23:27,2025-04-26 06:27,2025-04-26 04:18,2025-04-26 11:18,,,DL,896,DL896,active,282,291,290.0,291.0,,1745648820,1745631900,1745666280.0,1745649300.0,,1745649300.0,290,Long Delay,S,2
ID,BTK,ID6674,BTK6674,6674,CGK,WIII,,,2025-04-26 10:20,2025-04-26 03:20,2025-04-26 13:35,2025-04-26 06:35,2025-04-26 13:35,2025-04-26 06:35,TRK,WALR,,,,2025-04-26 13:55,2025-04-26 05:55,,,,,,,,active,155,195,195.0,,B738,1745646900,1745637600,,1745649300.0,,1745649300.0,195,Long Delay,Unknown,Unknown
KL,KLM,KL4116,KLM4116,4116,DPS,WADD,I,,2025-04-26 12:55,2025-04-26 04:55,2025-04-26 14:36,2025-04-26 06:36,2025-04-26 14:36,2025-04-26 06:36,KUL,WMKK,1,,,2025-04-26 16:00,2025-04-26 08:00,2025-04-26 17:41,2025-04-26 09:41,,,MH,714,MH714,active,185,101,101.0,101.0,,1745654400,1745643300,1745660460.0,1745649360.0,,1745649360.0,101,Long Delay,I,1
FY,FFM,FY7394,FFM7394,7394,DPS,WADD,I,,2025-04-26 12:55,2025-04-26 04:55,2025-04-26 14:36,2025-04-26 06:36,2025-04-26 14:36,2025-04-26 06:36,KUL,WMKK,1,,,2025-04-26 16:00,2025-04-26 08:00,2025-04-26 17:41,2025-04-26 09:41,,,MH,714,MH714,active,185,101,101.0,101.0,,1745654400,1745643300,1745660460.0,1745649360.0,,1745649360.0,101,Long Delay,I,1
MH,MAS,MH714,MAS714,714,DPS,WADD,I,,2025-04-26 12:55,2025-04-26 04:55,2025-04-26 14:36,2025-04-26 06:36,2025-04-26 14:36,2025-04-26 06:36,KUL,WMKK,1,,,2025-04-26 16:00,2025-04-26 08:00,2025-04-26 17:41,2025-04-26 09:41,,,,,,active,185,101,101.0,101.0,A333,1745654400,1745643300,1745660460.0,1745649360.0,,1745649360.0,101,Long Delay,I,1
QR,QTR,QR5396,QTR5396,5396,DPS,WADD,I,,2025-04-26 12:55,2025-04-26 04:55,2025-04-26 14:36,2025-04-26 06:36,2025-04-26 14:36,2025-04-26 06:36,KUL,WMKK,1,,,2025-04-26 16:00,2025-04-26 08:00,2025-04-26 17:41,2025-04-26 09:41,,,MH,714,MH714,active,185,101,101.0,101.0,,1745654400,1745643300,1745660460.0,1745649360.0,,1745649360.0,101,Long Delay,I,1
FO,FBZ,FO5801,FBZ5801,5801,GRU,SBGR,,,2025-04-26 02:15,2025-04-26 05:15,2025-04-26 03:36,2025-04-26 06:36,2025-04-26 03:36,2025-04-26 06:36,EZE,SAEZ,,,,2025-04-26 05:20,2025-04-26 08:20,,,,,,,,active,185,81,81.0,,B738,1745655600,1745644500,,1745649360.0,,1745649360.0,81,Long Delay,Unknown,Unknown
GA,GIA,GA8941,GIA8941,8941,DPS,WADD,I,,2025-04-26 12:55,2025-04-26 04:55,2025-04-26 14:36,2025-04-26 06:36,2025-04-26 14:36,2025-04-26 06:36,KUL,WMKK,1,,,2025-04-26 16:00,2025-04-26 08:00,2025-04-26 17:41,2025-04-26 09:41,,,MH,714,MH714,active,185,101,101.0,101.0,,1745654400,1745643300,1745660460.0,1745649360.0,,1745649360.0,101,Long Delay,I,1
5N,AUL,5N578,AUL578,578,TJM,USTR,,,2025-04-26 07:40,2025-04-26 02:40,2025-04-26 11:37,2025-04-26 06:37,2025-04-26 11:37,2025-04-26 06:37,LED,ULLI,1,,,2025-04-26 08:50,2025-04-26 05:50,2025-04-26 12:29,2025-04-26 09:29,,,,,,active,190,219,,219.0,,1745646600,1745635200,1745659740.0,1745649420.0,,1745649420.0,237,Long Delay,Unknown,1
WN,SWA,WN105,SWA105,105,LAS,KLAS,1,B12,2025-04-25 21:55,2025-04-26 04:55,2025-04-25 23:37,2025-04-26 06:37,2025-04-25 23:37,2025-04-26 06:37,ONT,KONT,4,403,42,2025-04-25 23:00,2025-04-26 06:00,2025-04-26 00:40,2025-04-26 07:40,,,,,,active,65,100,102.0,100.0,B738,1745647200,1745643300,1745653200.0,1745649420.0,,1745649420.0,102,Long Delay,1,4
PR,PAL,PR427,PAL427,427,NRT,RJAA,2,93,2025-04-26 14:25,2025-04-26 05:25,2025-04-26 15:39,2025-04-26 06:39,2025-04-26 15:39,2025-04-26 06:39,MNL,RPLL,1,,,2025-04-26 18:25,2025-04-26 10:25,2025-04-26 19:39,2025-04-26 11:39,,,,,,active,300,74,74.0,74.0,B773,1745663100,1745645100,1745667540.0,1745649540.0,,1745649540.0,74,Long Delay,2,1
AA,AAL,AA8338,AAL8338,8338,NRT,RJAA,2,93,2025-04-26 14:25,2025-04-26 05:25,2025-04-26 15:39,2025-04-26 06:39,2025-04-26 15:39,2025-04-26 06:39,MNL,RPLL,1,,,2025-04-26 18:25,2025-04-26 10:25,2025-04-26 19:39,2025-04-26 11:39,,,PR,427,PR427,active,300,74,74.0,74.0,,1745663100,1745645100,1745667540.0,1745649540.0,,1745649540.0,74,Long Delay,2,1
NH,ANA,NH5337,ANA5337,5337,NRT,RJAA,2,93,2025-04-26 14:25,2025-04-26 05:25,2025-04-26 15:39,2025-04-26 06:39,2025-04-26 15:39,2025-04-26 06:39,MNL,RPLL,1,,,2025-04-26 18:25,2025-04-26 10:25,2025-04-26 19:39,2025-04-26 11:39,,,PR,427,PR427,active,300,74,74.0,74.0,,1745663100,1745645100,1745667540.0,1745649540.0,,1745649540.0,74,Long Delay,2,1
HA,HAL,HA6597,HAL6597,6597,SFO,KSFO,1,B7,2025-04-25 21:59,2025-04-26 04:59,2025-04-25 23:40,2025-04-26 06:40,2025-04-25 23:40,2025-04-26 06:40,LAX,KLAX,6,66,,2025-04-25 23:31,2025-04-26 06:31,2025-04-26 00:55,2025-04-26 07:55,,,QX,2279,QX2279,active,92,101,101.0,84.0,,1745649060,1745643540,1745654100.0,1745649600.0,,1745649600.0,101,Long Delay,1,6
QR,QTR,QR3349,QTR3349,3349,SFO,KSFO,1,B7,2025-04-25 21:59,2025-04-26 04:59,2025-04-25 23:40,2025-04-26 06:40,2025-04-25 23:40,2025-04-26 06:40,LAX,KLAX,6,66,,2025-04-25 23:31,2025-04-26 06:31,2025-04-26 00:55,2025-04-26 07:55,,,QX,2279,QX2279,active,92,101,101.0,84.0,,1745649060,1745643540,1745654100.0,1745649600.0,,1745649600.0,101,Long Delay,1,6
QX,QXE,QX2279,QXE2279,2279,SFO,KSFO,1,B7,2025-04-25 21:59,2025-04-26 04:59,2025-04-25 23:40,2025-04-26 06:40,2025-04-25 23:40,2025-04-26 06:40,LAX,KLAX,6,66,,2025-04-25 23:31,2025-04-26 06:31,2025-04-26 00:55,2025-04-26 07:55,,,,,,active,92,101,101.0,84.0,,1745649060,1745643540,1745654100.0,1745649600.0,,1745649600.0,101,Long Delay,1,6
TN,THT,TN2714,THT2714,2714,SFO,KSFO,1,B7,2025-04-25 21:59,2025-04-26 04:59,2025-04-25 23:40,2025-04-26 06:40,2025-04-25 23:40,2025-04-26 06:40,LAX,KLAX,6,66,,2025-04-25 23:31,2025-04-26 06:31,2025-04-26 00:55,2025-04-26 07:55,,,QX,2279,QX2279,active,92,101,101.0,84.0,,1745649060,1745643540,1745654100.0,1745649600.0,,1745649600.0,101,Long Delay,1,6
AS,ASA,AS2279,ASA2279,2279,SFO,KSFO,1,B7,2025-04-25 21:59,2025-04-26 04:59,2025-04-25 23:40,2025-04-26 06:40,2025-04-25 23:40,2025-04-26 06:40,LAX,KLAX,6,66,,2025-04-25 23:31,2025-04-26 06:31,2025-04-26 00:55,2025-04-26 07:55,,,QX,2279,QX2279,active,92,101,101.0,84.0,E75L,1745649060,1745643540,1745654100.0,1745649600.0,,1745649600.0,101,Long Delay,1,6
F9,FFT,F93483,FFT3483,3483,PHX,KPHX,3,F2,2025-04-25 22:29,2025-04-26 05:29,2025-04-25 23:41,2025-04-26 06:41,2025-04-25 23:41,2025-04-26 06:41,LAS,KLAS,3,D20,,2025-04-25 23:42,2025-04-26 06:42,2025-04-26 00:42,2025-04-26 07:42,,,,,,active,73,72,72.0,60.0,A21N,1745649720,1745645340,1745653320.0,1745649660.0,,1745649660.0,72,Long Delay,3,3
NK,NKS,NK159,NKS159,159,LAS,KLAS,1,B23,2025-04-25 22:35,2025-04-26 05:35,2025-04-25 23:41,2025-04-26 06:41,2025-04-25 23:41,2025-04-26 06:41,CLT,KCLT,A,A28,,2025-04-26 05:45,2025-04-26 09:45,2025-04-26 06:46,2025-04-26 10:46,,,,,,active,250,66,66.0,61.0,A20N,1745660700,1745645700,1745664360.0,1745649660.0,,1745649660.0,66,Long Delay,1,A
EH,AKX,EH351,AKX351,351,NGO,RJGG,1,102,2025-04-26 14:00,2025-04-26 05:00,2025-04-26 15:42,2025-04-26 06:42,2025-04-26 15:42,2025-04-26 06:42,KOJ,RJFK,D,,,2025-04-26 15:35,2025-04-26 06:35,2025-04-26 17:06,2025-04-26 08:06,,,,,,active,95,91,102.0,91.0,,1745649300,1745643600,1745654760.0,1745649720.0,,1745649720.0,102,Long Delay,1,D
NH,ANA,NH351,ANA351,351,NGO,RJGG,1,102,2025-04-26 14:00,2025-04-26 05:00,2025-04-26 15:42,2025-04-26 06:42,2025-04-26 15:42,2025-04-26 06:42,KOJ,RJFK,D,,,2025-04-26 15:35,2025-04-26 06:35,2025-04-26 17:06,2025-04-26 08:06,,,EH,351,EH351,active,95,91,102.0,91.0,,1745649300,1745643600,1745654760.0,1745649720.0,,1745649720.0,102,Long Delay,1,D
